;lacirdo@zaffarinet.com.br;(54) 33171688;;Passo Fundo - RS;;;;;;
;alexandre@macroatacadokrolow.com.br;(53) 3223-1869;;Av. Engenheiro Ildefonso Simões Lopes 41 - Três Vendas, Pelotas - RS,;Av. Engenheiro Ildefonso Simões Lopes;41;;96060-290;RS,;
;secretaria@unisuper.com.br;(53) 3271-9636;;Pelotas - RS;;;;96050-500;RS,;
;tiago@zeze.com.br;(53) 3228-1671 - 53 999664747;;Pelotas - RS;Rua Comendador Rafael Dias Mazza;581;;96085-090;;
;uilherme@biscoitoszagonel.com.br;(51) 3562.1667;;R. Batinga 109 - São Jorge, Portão - RS,;R. Batinga;109;;93180-000;RS,;
;compras@alibem.com;51 2123 5000;;Porto Alegre - RS;Av. Protásio Alves;3326;;90410 007;;
;compras@allenge.com.br;51 3337.8822;;RUAARABUTÃ, 427
PORTO ALEGRE, RS – ;RUA ARABUTÃ;427;;90240-470;RS;
;adm@laticiniostefanello.com.br;(55) 3798-1587;;Rodeio Bonito  - RS;;;;98360-000;;
;gerencia@supermiller.com.br;(51) 2106-8799;;Santa Cruz do Sul - RS;Av. Independência;1113;;;;
;robson.vinicius@nutrimental.com.br;41 32991239;;São José dos Pinhais-PR;Av. Rui Barbosa;8153;;83040-550;;
;arco.dias@piracanjuba.com.br;(46) 3244-8050;;Sulina - PR;;;;;;
;ildo.souza@piracanjuba.com.br;(24) 2251-9400;;RodoviaBR-040 SN KM 20 SALA 03  Moura Brasil  Três Rios/RJ – CEP 25.821-491;;;;;/RJ;
;;11 27300530;;São Paulo - SP;;;;;;
;;51 3698.1215 | 99982.3385;;Capela de Santana;;;;;;
;;51 3191.2274 / 51 3191.2275;;Estradados Lemmertz, 1500 – B. Estação Portão - Portão – RS - ;Estrada dos Lemmertz;1500;;93180-000;RS;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;bruno.miranda@jallesmachado.com;(62) 3389-9000 Ramal 8848;;Rod.GO 080 Km 75,1 Zona Rural Caixa Postal 04  ;;;;76388-899;GO;
;;51 32918200 ramal 373;;São Marcos;;;;;;
;eduardo.silva@ciser.com.br; 47- 34413674 ;;Joinville - SC;Rua Cachoeira;70;;89205-070;;
;ps.santos@arcelormittal.com.br;31 - 33999839 - 992831244;;Contagem - MG;Rua Quatro;260;;32250-030;;
;ana.menani@romaco.com.br;47-34811094;;Joinville - SC;Rua Dr. João Colin;985;;;;
;fernando.santos@ciser.com.br;47-34413512;;Joinville - SC;;;;;;
;;;;;;;;;;
;caguiar@afglobalcorp.com;;;MACAE;;;;;;
;adrieleberkenbrockp@gmail.com;;;JOINVILLE;;;;;;
;edson@metalgroup.com.br;;;JOINVILLE;;;;;;
;comercial1@ebbombas.com.br;;;PIRACICABA;;;;;;
;angelo.darela@ftc.com.br;;;TUBARAO;;;;;;
;diegoputch@hotmail.com;;;ARROIO DO MEIO;;;;;;
;henrique@saojoseindustrial.com.br;;;SÃO JOSÉ DO INHACORÁ;;;;;;
;compras@germerporcelanas.com.br;;;CAMPO LARGO;;;;;;
;comercial@hmindustriamecanica.com.br;;;RONDONÓPOLIS;;;;;;
;marlos@erps.com.br;;;NOVO HAMBURGO;;;;;;
;mauricio.gato@metasa.com.br;;;MARAU;;;;;;
;compras@newimportexport.com.br;;;SÃO PAULO;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;dschroeder@agritech.ind.br;19-38019061;;INDAIATUBA - SP;;;;;;
;haroldo.abreu@airliquide.com;;;SÃO PAULO;;;;;;
;comercial@artigservicos.com.br;21 - 27238161;;SAO GONCALO - RJ;;;;;;
;compras@unindustria.ind.br;54 - 21065982;;Erechim - RS;;;;;;
;COMPRAS@AOCEP.COM.BR;41 - 34253960;;PARANAGUA - SC;;;;;;
;thiago.cruz@atexp.com.br;41 - 34227995;;PARANAGUA - SC;;;;;;
;compras@astoriapapeis.com.br;51 - 34848728;;Gravataí - RS;Av. Antônio Gomes Corrêa;1380;;94190-300;;
;HSALAMA@BALL.COM;21 - 21051485;;RIO DE JANEIRO;;;;;;
;compras@midigraf.com.br;43 - 21054393;;LONDRINA - PR;;;;;;
;ndressa.diaz@datwyler.com;51 - 35115043;;SÃO LEOPOLDO - RS;;;;;;
;tiago.pereira@sbdinc.com;34 - 33183979;;UBERABA;;;;;;
;isabella.borghetti@masterpower.com.br;54 - 32912207;;SÃO MARCOS - RS;;;;;;
;bernard.carvalho@vipal.com.br;51 - 32053502 / 51 - 32053029;;NOVA PRATA - RS;;;;;;
;compras@ic.ind.br;54 - 33273638;;PASSO FUNDO - RS;;;;;;
;douglasw@bruning.com.br;55 - 33769000 ramal 9055;;PANAMBI - RS;;;;;;
;compras.jefferson@grupomascarello.com.br;45 - 991046273 / 45-32196076;;CASCAVEL;;;;;;
;troykapraia@troyka.com.br;22 - 27591969;;MACAE;;;;;;
;marcelo.munhoz@portoitapoa.com;47 - 34438642;;ITAPOA;;;;;;
;ejair.silva@tmsa.ind.br;51 - 980530481 / 51 21313369;;PORTO ALEGRE;;;;;;
;mauricio.kist@stihl.com.br;;;SÃO LEOPOLDO;;;;;;
;adiles@macnor.com.br;22 - 981884488 / 22 - 33239898;;RIO DE JANEIRO;;;;;;
;tayane.malaquias@mrv.com.br;71 - 992049992 / ;;BELO HORIZONTE;;;;;;
;adelar.salvi@marcopolo.com.br;54 - 21014790;;CAXIAS DO SUL;;;;;;
;zequiel.goncalves@comil.com.br;45 - 21015054;;CASCAVEL;;;;;;
;vinicius.costa@consilos.com.br;4532283434;;CASCAVEL;;;;;;
;jordy.francisco@coonagro.coo;4132811504 / 4130730463;;CURITIBA;;;;;;
;almox2@embasul.com.br;5135959696;;NOVO HAMBURGO;;;;;;
;dandaro4x4@gmail.com;1634027066;;FRANCA;;;;;;
;adriana.maximo@danone.com;;;SÃO PAULO;;;;;;
;JOAOHASSELMANN@YAHOO.COM.BR;2422571180;;AREAL;;;;;;
;compras@elipal.com.br;5136681333;;PALMARES DO SUL;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;aliceprado@buffon.com.br;51) 3415.8000 | (51) 2102.8000 | Ramal: 284;;Canoas;;;;;;
;renato@postosrodeio.com.br;(54) 3027.2000;;Caxias do Sul;Rua Sinimbú;612;;95020-001;;
;isabel@capoani.com;(54) 3229.3477;;Capoani | BR 116 | Km 143 | Nº 12495 São Ciro RS;;;;95059-520;RS,;
;michele@postocavalleri.com.br; (54) 3259 2000;;Farroupilha;;;;;;
;aislan.veadrigo@simrede.com.br;(54) 3292 - 9999;;Flores da Cunha;;;;;;
;compras@redetradicao.com.br;(54) 3342-2885;;Marau;Rua Paralela Leste Perimetral;1692;;;;
;marcelo@redesander.com.br;(054) 3477 3500;;Paraí;Rua Pe. Felix Busata;1293;;;;
;felicio.sup@postosredeenergia.com.br;(51) 3591-2500;;RuaSão Nicolau, 473 - Cristo Rei / São Leopoldo/RS - ;Rua São Nicolau;473;;93020-480;/RS;
;joao@postoscoqueiro.com.br;(53) 3251.7022 / (53) 32517027;;SãoLourenço do Sul/RS BR 116 KM 453 / ;;;;96170-000;/RS;
;lucas@chafariz.com.br;51-993218083;;Sapiranga;;;;;;
;maruzaprimeiro@hotmail.com;(51) 3626-5259;;TORRES;R. José Bonifácio;1315;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;alisson.borges@marfrig.com.br;(55) 3421-8915 ;;Endereço Est Alegrete/Itaqui Km 07, Capivari, Alegrete, RS, , Brasil;;;;97541-970;RS,;
;danilo.silva2@marfrig.com.br;(55) 3421-8900;;ALEGRETE-RS;;;;;;
;lolohartmann@hotmail.com;(54) 3331-3714;;ALMIRANTE TAMANDARÉ-RS;;;;;;
;gerencia@sartorialimentos.com.br;(55) 996821582;;Augusto Pestana;;;;98740-000;RS;
;marcelo@sartorialimentos.com.br;(55) 999329242;;AUGUSTO PESTANA-RS;;;;;;
;roziane.guimaraes@marfrig.com.br;53 3240.5700;;Bagé;;;;96400-970;;
;jose.aguilar@marfrig.com.br;(53) 3240-5700 (53) 3240-5766;;BAGÉ-RS;;;;;;
;edson@producarne.com.br;(53) 999789773;;BAGÉ-RS;;;;;;
;compras@mercoaves.com.br;(51) 3634 2608;;Bom Princípio;Rua Mercoaves;1156;;95765-000;;
;frigorificofitazul@bol.com.br;53 32524177;;Canguçu;;;;;;
;frigocristaldir@gmail.com; (54) 32834010;;Caxias do Sul;;;;;;
;;(54) 3283-1428;voltou;CAXIAS DO SUL-RS;;;;;;
;leandror@cotripal.com.br; (55) 3375 9000;;BR158 Km 142 - Condor/RS - ;;;;98290-000;/RS;
;cleber@cotripal.com.br;(55) 3375-9047;;CONDOR-RS;;;;;;
;jubawilgen@hotmail.com;(51) 3764.1866;;Cruzeiro do Sul;;;;95930-000;;
;robinson@faros.ind.br;(51) 3714-9800;;CRUZEIRO DO SUL-RS;;;;;;
;priscilla@allesalimentos.com.br; (51) 3564 - 1895;http://www.sicadergs.com.br/;Dois Irmãos;;;;;;
;dalia@dalia.com.br;(51) 3751 - 9000;;Encantado;;;;;;
;frigoas@gmail.com; (54) 3321-2671;;Erechim;;;;;;
;cence@auroraalimentos.com.br;(54) 3522-7063;;Erechim;Rua Itália;1526;;99700-000;;
;;(54) 3520 3900 ;;Erechim;Av. Jose Oscar Salazar;1274;;99700-000;;
;mauricio@frigofar.com.br;(54)3261 9675;;Farroupilha;;;;;;
;;(54) 3261-9679;;FARROUPILHA-RS;;;;;;
;compras@carreralimentos.com.br; (54) 3056.7600 / (54) 3462.2095 /;;Garibalde;Estrada VRS;813;;;;
;diretoria@chesini.com.br;(54) 3462.1384;;Garibalde ;;;;;;
;renata.dalfre@nicolini.com.br;(54) 3462 8858 (54) 3462.8800;;Garibaldi;;;;;;
;; (54) 3388 - 1588 ;;Garibaldi;;;;;;
;compras.ourodosul@gmail.com;51 3695.1155;;RUA25 DE JULHO, 112 - CENTRO  - HARMONIA - RS    ;;;;95785-000;RS;
;ronei@ourodosul.com.br;(51) 3695-1155;;HARMONIA-RS;;;;;;
;gustavo.alves@marfrig.com.br;(53) 3249-1500 / (53) 3249-1502;;Hulha Negra;Estr. Santo Antônio;5147;;96460-000;RS,;
;rui.mendonca@pampeano.com.br;(53) 3249-1500;;HULHA NEGRA-RS;;;;;;
;irmaosdametto@gmail.com;(54) 3374-1257;;IBIAÇA-RS;;;;;;
;atual.fiscal@terra.com.br;(54) 996248369;;LAGOA VERMELHA-RS;;;;;;
;;51 996776663;;Lindolfo Collor;;;;;;
;;54 991559681;;Marau;;;;;;
;;(51) 3784-4800  (51) 3784-4848;;Mato Leitão;Rua João Reiter;650;;95835-000;;
;;(51) 3649-5666 (51) 3649-5884;;Montenegro;Rua Buarque de Macedo;3620;;95780-000;;
;compras@nutrifrango.com.br;(51) 35691099 - Ramal 206;;Morro Reuter;;;;;;
;ovosfilippsen@filippsen.com.br;51-3569.1173;;Morro Reuter;;;;93990-000;;
;titton@terra.com.br;(51) 996811437;;NOVA BRÉSCIA-RS;;;;;;
;almoxarifado@granjapinheiros.com.br;(54) 3298.1080 - (54) 3298.1078;;Nova Petrópolis;;;;95150-000;;
;cesar@suibom.com.br;(54) 3298-8080;;Nova Petrópolis;;;;95150-000;RS;
;ernanimoresco@avimor.com.br; (54) 3242.1151;;RS- RS 324, Km 03;;;;;RS;
;qualidade@frigorificoborrussia.com.br;(51) 3501-6383;;Estr. Geral da Borrússia 370 - Borrussia, Osório - RS,;Estr. Geral da Borrússia;370;;95520-000;RS,;
;diogo@cotripal.com.br; (55) 3375 9000 (compras)/ 33759020 / 33759006;;Panambi;;;;;;
;leonardo@comesulbeef.com.br;(51) 3734-1402;;PANTANO GRANDE-RS;;;;;;
;jaime@frigorificozimmer.com.br;51 - 35991732;;RS- 239 KM 37- Bairro Campo Vicente / Parobé/RS - ;;;;95630-000;/RS;
;ladis@frigorificozimmer.com.br;(51) 3599-1732 (51) 3559-2635;;PAROBÉ-RS;;;;;;
;schena@frigorificodosul.com.br;51 37871282/ 51 999709822 e celular com whats: 51 980241524;;Passo do Sobrado;;;;;;
;comercial@frigorificodosul.com.br;(51) 3787-1282;;PASSO DO SOBRADO-RS;;;;;;
;doresul@terra.com.br;54 3312-0008 - 054 3327-1756 Wats: (54)997106789;;RuaÂngelo Covati, 1236 Bairro Leonardo Ilhia  / São José – Passo Fundo/RS /;Rua Ângelo Covati;1236;;99052-780;/RS;
;carnesherval@uol.com.br;(51) 3761-1630 (51) 3567-1108;;PAVERAMA-RS;;;;;;
;recebiveisbonsul@hotmail.com;53 32736202;;Pelotas;;;;;;
;;53 32743100;;Av. Alfredo Theodoro Born65 - Vila Princesa, Pelotas - RS, 96070-380;Av. Alfredo Theodoro Born;65;;10517-104;RS,;
;manutencao@frigorificocastro.com.br;53 32736565;;Pelotas;;;;;;
;;41 996563077;;Pelotas;;;;;;
;lojadeprodutos@cosulati.com.br;(53) 3221 - 0299;;Pelotas;;;;;;
;cleusa@sopelco.com.br;(53) 3275-6400;;PELOTAS/RS;;;;;;
;ariel@yorkfoods.com.br;(53) 3011-4010;;PELOTAS/RS;;;;;;
;coopcascata@yahoo.com.br;(51) 3503-0195;;PONTÃO-RS;;;;;;
;canarin@canarin.com.br;(51) 3342-8125;;PORTO ALEGRE-RS;;;;;;
;fricason@hotmail.com;(51) 3777-1144;;PUTINGA-RS;;;;;;
;contato@granjapetry.com.br;(51) 3645-1870;;João Salvador do Sul;;;;95750-000;RS,;
;egon@granjacanarinho.com;51-3638-2011;;Salvador do Sul;;;;95750-000;RS,;
;suprimentos@naturovos.com.br;(51) 3638 5500;;Salvador do Sul;Av. Duque de Caxias;385;;95750-000;;
;compras@frigorificogassen.com.br;(51) 3717-9861;;Santa Cruz do Sul;;;;;;
;compras@frigorificosilva.com.br;(55) 2103 - 2525 / (55) 2103 - 2505;;Santa Maria;;;;;;
;frigorificonovaestancia@hotmail.com;55 3211-1714;;SANTA MARIA;;;;;;
;compras@frigorificoboavista.com.br;51 3567 1151;;Santa Maria do Herval;;;;93995-000;RS,;
;clebers@frigorificosilva.com.br;(55) 2103-2525;;SANTA MARIA-RS;;;;;;
;paulorenato@frigorificocallegaro.com.br;(55) 3313-2810 (55) 3313-6076;;SANTO ÂNGELO-RS;;;;;;
;abatedourogallas@gmail.com;(55) 3541-1236;;SANTO CRISTO - RS;;;;;;
;luiz.leonardi@marfrig.com.br;(55) 3237-2900;;São Gabriel;;;;;;
;gerenciaadm@foresta.com.br;(55) 3232-5510;;SÃO GABRIEL-RS;;;;;;
;danilo.silva2@marfrig.com.br;(55) 3237-2900;;SÃO GABRIEL-RS;;;;;;
;vanhove@terra.com.br;(55) 3232-6080 (55) 3232-5733;;SÃO GABRIEL-RS;;;;;;
;;(51) 3027-3571 / 99391480;;São Jeronimo;;;;;;
;compras@frigorifico3k.com.br; financeiro@frigorifico3k.com.br;(51) 998299593;;SÃO JERÔNIMO - RS;;;;;;
;; (54) 3352-1526 ;;São José do Ouro;;;;99870-000;RS;
;frigorificopoca@outlook.com;(54) 3352-1526;;SÃO JOSÉ DO OURO-RS;;;;;;
;frigcantarelli@yahoo.com.br;(51) 3588-7010;;São Leopoldo;Estr. Ivo Afonso Dias;601;;93032-550;RS,;
;;(51) 3588-7010;;SÃO LEOPOLDO;;;;;;
;quanto@quantoalimentos.com.br;(51) 3589-6500;;SÃO LEOPOLDO-RS;;;;;;
;compras@frigorificocoqueiro.com.br;53 3251-7000;;São Lourenço do Sul;;;;;;
;michelon@hotmail.com;(54) 3291-3454;;SÃO MARCOS;;;;;;
;compras@agrosul.com.br;(51) 3635-6700;;São Sebastião do Cai;Rua Campestre Santa Teresinha;1000;;95760-000;;
;;51 3106-2596 / 51 981589825;;Sapiranga;;;;;;
;carneirosul01@gmail.com;(51) 3496-6121;;SAPIRANGA-RS;;;;;;
;paludo@auroraalimentos.com.br; (54) 3361-5500 ;;RodoviaRS 404 Km - 2,1, ,, Sarandi - RS;;;;99560-000;RS;
;;(55) 3746 - 2800 ramal 2885;;Seberi;;;;98380-000;;
;frigorificostockboi@gmail.com;(54) 3387-1141;;SELBACH;;;;;;
;;(51) 3717-9861;;STA CRUZ DO SUL-RS;;;;;;
;pampasulfrigorifico@gmail.com;(53) 999764410;;STA VITÓRIA DO PALMAR - RS;;;;;;
;pampasulfrigorifico@gmail.com;(53) 3263-3001 (53) 999996607 (53) 999455156;;STA VITÓRIA PALMAR-RS;;;;;;
;contabilidade@frigorificoboavista.com.br;(51) 3181-0757;;STA. MARIA DO HERVAL-RS;;;;;;
;;(51)35421173;;Taquara;;;;;;
;; (51) 3762 5700;;Teotonia;;;;;;
;compras@frigovale.com;(51) 3773.1105 / (51) 98340-0236;;ESTRADA LINHA CLARA  S/N - Linha Clara, Teutônia - RS,;;;;95890-000;RS,;
;administrativo@oleosbrasilsul.com.br;(54) 3195-0066;;TIO HUGO-RS;;;;;;
;brunapasquali@apebrun.com.br;(54) 3232-8585;;VACARIA-RS;;;;;;
;antonio@frigorificosape.com.br;(51) 980324811;;Venâncio Aires;;;;;;
;fabio@frigorificokroth.com.br;(51) 3793-4100;;VENÂNCIO AIRES-RS;;;;;;
;chico@frigorificosape.com.br;(51) 3501-5984 (51) 3501-5965;;VENÂNCIO AIRES-RS;;;;;;
;julianabreunig@gmail.com;(51) 3741-1272;;VENÂNCIO AIRES-RS;;;;;;
;silvia@opcaors.com;(51) 3749-0030;;VENÂNCIO AIRES-RS;;;;;;
;frigorificoangus@gmail.com;(51) 99642067;;WESTFALIA-RS;;;;;;
;sulati@sulati.com.br;51 3716 1394;;RuaArthur José Schroeder, 932 São Caetano · Arroio do Meio/RS ;Rua Arthur José Schroeder;932;;95940-000;/RS;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;62 33757000;Voltou;Rod. GO156, km 0, Zona Rural, Itaberaí – GO.
CEP: 76.630-000.;;;;;GO-;
;andre.silveira@primafoods.com.br;(62) 3385-8500;;Santa Fé de Goiás;;;;76265-000;GO;
;;(34) 3301-9884;;R. Francisco Bernardes de Assis 200 - Jardim Brasilia, Uberlândia - MG,;R. Francisco Bernardes de Assis;200;;38401-360;MG,;
;;(34) 3225-2459;;Uberlândia;;;;;;
;fricopa@uol.com.br;(34) 3211-1521;;R: Republica do Piratini 299 - Marta Helena, Uberlândia - MG,;;;;38402-028;MG,;
;compras@frigconfianca.com.br;(34) 3233-4100;;Rod. BR 050  km 81 - São Jorge, MG,;;;;38410-337;MG,;
;abate@frigorificoluciana.com.br;(34) 3228-2950;;R. Prof. Leônidas Castro Serra 150 - Pres. Roosevelt, Uberlândia - MG,;R. Prof. Leônidas Castro Serra;150;;38401-224;MG,;
;;(34) 3301-9000;;Av. Cel. José Teófilo Carneiro 1001 - São José, Uberlândia - MG,;Av. Cel. José Teófilo Carneiro;1001;;38401-344;MG,;
;nubia.frigorificosaopedro@gmail.com; (34) 3014-2051;;Av. Floriano Peixoto 3057 - Brasil, Uberlândia - MG,;Av. Floriano Peixoto;3057;;38400-704;MG,;
;carlos.antonio@brf.com;(34) 33019947-33019901-32389400;;Av. José Fonseca e Sílva 848 - Jardim Patricia, Uberlândia - MG,;Av. José Fonseca e Sílva;848;;38414-068;MG,;
;eduardo.moura@umg.jbs.com;(34) 3218-0800;;R. Décio Spirandeli Carvalho 205 - Distrito Industrial, Uberlândia - MG,;R. Décio Spirandeli Carvalho;205;;38402-342;MG,;
;fabricio.bueno@primafoods.com.br;(34) 3221-2700;;Av. Rondon Pacheco 3927 - Cazeca, Uberlândia - MG,;Av. Rondon Pacheco;3927;;38400-015;MG,;
;Via Whats;(34) 91961510;;Av. Cesário Alvim 1751 - Nossa Sra. Aparecida, Uberlândia - MG,;Av. Cesário Alvim;1751;;38400-694;MG,;
;;;;;;;;;;
;;;;;;;;;;
;auroraalimentos.com.br;(49) 3445-8300;;Abelardo Luz - SC;;;;89830-000;SC,;
;cocomercial@frigorificodri.com.br;(49) 3524-0347;;gua Doce;;;;89654-000;SC,;
;gerencia.klaus@frigorificoarabuta.com.br; (49) 3448-0506;;Tv. Z 307, Arabutã - SC,;;;;89740-000;SC,;
;possa@auroraalimentos.com.br;(49) 3321-3700;;Chapecó - SC;;;;;;
;;(49) 3321-3000;Voltou;R. João Martins 219 D - São Cristóvão, Chapecó - SC,;R. João Martins;219;;89803-901;SC,;
;mezomo@auroraalimentos.com.br;(49) 3321-2071;;R. Barão do Rio Branco 1272 E - Saic, Chapecó - SC,;R. Barão do Rio Branco;1272;;89802-025;SC,;
;;(49) 2049-0400;;Av. São Pedro 130 D - Centro, Chapecó - SC,;Av. São Pedro;130;;89801-300;SC,;
;contato@carraroalimentos.com.br;(49) 3328-0057;;Chapecó - SC;;;;;;
;cristiane.silva@ecofrigo.com.br;(49) 3319-8200;Voltou;SC 283, KM 08 Rodovia, SC283, Chapecó - SC,;;;;89800-000;SC-;
;;(49) 3323-0340;;n Interior Chapecó;;;;89801-972;SC,;
;;(49) 3321-3700;;Efapi Chapecó;;;;89817-000;SC,;
;emerson-taz;(49) 3321-3000;;R. João Martins 219-D - São Cristóvão, Chapecó - SC,;R. João Martins;219;;89803-040;SC,;
;;(49) 3329-2150;Voltou;R. Heitor Vila Lobos 1545 - Esplanada, Chapecó - SC,;R. Heitor Vila Lobos;1545;;89812-595;SC,;
;sabadini@sabadinicarnes.com.br;(49) 3324-1164;;R. Peru 275 D - Líder, Chapecó - SC,;R. Peru;275;;89805-180;SC,;
;financeiro@frigorificomattei.com.br;(49) 3442-9483;;Concórdia - SC;;;;89700-000;;
;;(49) 3442-5387;;Das Nações Concórdia;;;;89700-000;SC,;
;compras@varpi.com.br;(49) 3442-9100;;RodoviaSC 283 , KM 10 - Distrito de Santo Antônio, Concórdia - SC,;;;;89703-780;SC;
;deisiane@fribaz.com.br;(49) 3552-0134;;Estrada Interior Erval Velho;;;;89613-000;SC,;
;ademar.albino@seara.com.br;(47) 3513-4800;;Gaspar - SC;;;;;;
;;;;SC-479 458, Ipuaçu - SC,;;;;89832-000;SC,;
;contato@frigorificoturmena.com.br;(49) 991829344 /  49 9805-3091;;Irani - SC;;;;89680-000;SC,;
;comercial3@friella.com.br;(45) 3240-8787;;RodoviaPR 497, SN KM 20 - Bairro Linha Lageado Do Cedro - 85.880-000 - Itaipulândia - PR;;;;;PR;
;;(47) 3241-8500;;Rod. Antônio Heil 4155 - Itaipava, Itajaí - SC,;;;;88316-001;SC,;
;eloi.kaiser@seara.com.br;(49) 3678-8001;;R. do Comércio 1399, Itapiranga - SC,;R. do Comércio;1399;;89896-000;SC,;
;marcio.salabotto@seara.com.br;(49) 3194-2037;;Itapiranga - SC;;;;89896-000;SC,;
;dambros@auroraalimentos.com.br;(49) 3202-3100;;Distrito Industrial - Rua Normélio Zilio BR-282, Joaçaba - SC,;;;;89600-000;SC,;
;frigorificodagostini@gmail.com;(49) 3552-0196;;Sete de Setembro Lacerdópolis;;;;89660-000;SC,;
;tatiane.tomazi@seara.com.br;(49) 3251-2003;;Lages - SC;;;;;;
;frigorificoluzerna@hotmail.com;(49) 3523-1775;;Rodovia SC452, s/n - Zona Rural, Luzerna - SC,;;;;89609-000;SC-;
;bodanese@auroraalimentos.com.br;(49) 3664-6300;;BR-282 km610 - Industrial, Maravilha - SC,;;;;89874-000;SC,;
;manutencao@friaves.com.br;(49) 3333-3023 / 33333000 ;;Nova Erechim - SC;;;;89865-000;;
;abatedouropoucopreco@hotmail.com;(49) 3647-1670;;R. Machado de Assis 1, Palmitos - SC,;R. Machado de Assis;1;;89887-000;SC,;
;vinicius.pessoa@seara.com.br;(48) 3381-9000;;São José - SC;Estr. Geral de Alto Forquilhas;3853;;;;
;;(49) 3643-0859;;São José do Cedro;;;;89930-000;SC,;
;compras@frioeste.com.br;(49) 3622-0703;;São Miguel do Oeste;;;;89900-000;SC,;
;santos@auroraalimentos.com.br;(49) 3631-0800;;São Miguel do Oeste;;;;89900-000;SC,;
;;(86) 3219-1576;;São Miguel do Oeste;R. Santa Me. Paulina;3859;;89900-000;SC,;
;;(49) 3197-2000;;São Miguel do Oeste - SC;;;;89900-000;SC,;
;;(49) 3622-7500;;São Miguel do Oeste;Avenida Nagib Francisco;415;;89900-000;SC,;
;roberto.ecker@seara.com.br;(49) 3631-2400;;São Miguel do Oeste;Av. Salgado Filho;69;;89900-000;SC,;
;jefferson@afrib.com.br;(49) 3452-1460;;R. Zacarias Nava 1346 - Centro, Seara - SC,;R. Zacarias Nava;1346;;89770-000;SC,;
;ricardo@frigolaste.com.br;(49) 3452-1905;;SC-283 04, Seara - SC,;;;;89770-000;SC,;
;;;;R. Getúlio Vargas 38, Seara - SC,;R. Getúlio Vargas;38;;89770-000;SC,;
;compras2@frigorificoarvoredo.com.br;(49) 3431-0091;;Rod.SC 480 - Km 03 - - Barro Preto, Xanxerê - SC,;;;;89820-000;SC;
;;(49) 34419000;;Linha Pesqueiro Meio - s/n Xanxerê - SC,;;;;89820-000;SC,;
;;;; Xanxerê - SC;;;;89820-000;SC,;
;;(49) 3446-1000;;Lindóia do Sul - SC;;;;89735-000;SC,;
;;;;Unnamed Road Xanxerê;;;;89820-000;SC,;
;;(49) 3433-0322;;BR-282 1 - São Romero, Xanxerê - SC,;;;;89820-000;SC,;
;anielv@auroraalimentos.com.br;(49) 3353-8650;;R. André Lunardi 830 - Centro, Xaxim - SC,;R. André Lunardi;830;;89825-000;SC,;
;contato@coloninho.com.br;(49) 3353-2573;;Irineu Bornhausem Xaxim;;;;89825-000;SC,;
;gta@frigotitus.com.br;(48) 3657-1628;;Divina Providência São Ludgero;;;;88730-000;SC,;
;telo@lagubras.com.br;(48) 3644 5465 (48) 3644 5466;;km 331 Estr. Geral Barranceira, 101, Laguna - SC,;Estr. Geral Barranceira;101;;88790-000;SC,;
;miguel@irmaosdovalle.com.br;(49) 3244-0027;;Santa Cecília;;;;89540-000;SC,;
;;;;Itajaí / SC;Av. Gov. Adolfo Konder;2100;;;;
;klein@auroraalimentos.com.br;(49) 3346-2100;;RodoviaSC 157 Km - 55, ,, Quilombo - SC;;;;89850-000;SC;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;41 34018377;;CURITIBA ;;;;;;
;;16 21055300;thiago.cunha@barramansaalimentos.com.br;Aparecida Alto Paraná;;;;87750-000;PR,;
;;(43) 3276-3686;;R. Pinta Roxa 172 - Vila Cascata, Arapongas - PR,;R. Pinta Roxa;172;;86701-460;PR,;
;contato@frigorificosantabarbara.com.br;(42) 3553-2998;;Av. Paraná 446, Bituruna - PR,;Av. Paraná;446;;84640-000;PR,;
;frantoaldo@hotmail.com;(41) 3677-5250;;Campo Magro;R. Profa. Iolanda Romeu;90;;83535-000;PR,;
;comprasfrigonovak@outlook.com;(41) 3272-1300;;Campo Magro;;;;83535-000;PR,;
;;(42) 3233-1469;;R. João Carvalho de Macedo 14 - Cantagalo, Castro - PR,;R. João Carvalho de Macedo;14;;84178-460;PR,;
;frigorificobertoncelli@hotmail.com;(46) 3242-2244;;PR-281 s/n - Lagoão, Chopinzinho - PR,;;;;85560-000;PR,;
;;(44) 3629-4417;;Estrada para São Lourenço - s/n Km 00 lt 946 Cianorte - PR,;;;;87200-000;PR,;
